df,a1_abany,a2_abdefect,a3_abhlth,a4_abnomore,a5_abpoor,a6_absingle,a7_abrape,aged,c1_fear,c2_courts,c3_cappun,ci1_conarmy,ci2_conbus,ci3_conclerg,ci4_coneduc,ci5_confed,ci6_confinan,ci7_conjudge,ci8_conlabor,ci9_conlegis,ci10_conmedic,ci11_conpress,ci12_consci,ci13_contv,d1_age,d2_cohort,d3_degree,d4_educ,d5_sex,d6_race,d7_hhrace,d8_hispanic,d9_sibs,d10_marital,d11_class,d12_childs,d13_chldidel,d14_divorce,d15_dwelown,d16_hhtype1,d17_wrkstat,d18_hrs1,d19_hrs2,d20_hrsrelax,d21_madeg,d22_maeduc,d23_padeg,d24_paeduc,d25_region,d26_reg16,d27_res16,d28_spdeg,d29_speduc,d30_zodiac,f1_income06,f2_incom16,f3_rincom06,f4_satfin,f5_valgiven,f6_finalter,f7_finrela,f8_goodlife,f9_eqwlth,f10_parsol,f11_wealth,g1_gunlaw,g2_owngun,g3_pistol,g4_rifle,g5_shotgun,h1_helppoor,h2_helpsick,h3_helpblk,h4_helpusa,h5_helpwrld,h6_careself,h7_mincult,h8_othshelp,h9_peoptrbl,h10_selfless,h11_selffrst,h12_helpnot,hap1_hapmar,hap2_happy,hap3_satjob,hap4_satjob1,hlth1_health1,hlth2_hlthall,i1_immameco,i2_immcult,i3_immideas,i4_immjobs,i5_immrghts,i6_excldimm,i7_letin1,i8_meltpot1,m1_grass,nat1_nataid,nat2_nataidy,nat3_natarms,nat4_natarmsy,nat5_natchld,nat6_natcity,nat7_natcityy,nat8_natcrime,nat9_natcrimy,nat10_natdrug,nat11_natdrugy,nat12_nateduc,nat13_nateducy,nat14_natenrgy,nat15_natenvir,nat16_natenviy,nat17_natfare,nat18_natfarey,nat19_natheal,nat20_nathealy,nat21_natmass,nat22_natpark,nat23_natrace,nat24_natracey,nat25_natroad,nat26_natsci,nat27_natsoc,nat28_natspac,nat29_natspacy,p1_partyid,p2_govdook,p3_polint1,p4_polviews,p5_pres08,p6_pres12,p7_vote08,p8_vote12,p9_polgreed,pe1_poleff11,pe2_poleff18,pe3_poleff19,pe4_poleff20,porn1_pornlaw,r1_relig,r2_relig16,r3_denom1,r4_denom,r5_denom16,r6_attend,r7_pray,r8_reliten,r9_relactiv,r10_bible,r11_fund,r12_fund16,r13_amchrstn,r14_prayer,r15_reborn,r16_savesoul,r17_relpersn,r18_spfund,r19_spden,r20_sprel,r21_sprtprsn,r22_postlife,s1_nummen,s2_numwomen,s3_partners,s4_partnrs5,s5_evstray,s6_sexfreq,s7_homosex,s8_marhomo,s9_premarsx,s10_xmarsex,s11_xmovie,s12_teensex,s13_pillok,soc1_socbar,soc2_socfrend,soc3_socommun,soc4_socrel,sr1_fechld,sr2_fefam,sr3_fehire,sr4_fefam,sr5_fepresch,sui1_suicide1,sui2_suicide2,sui3_suicide3,sui4_suicide4,sui5_letdie1,t1_colath,t2_colcom,t3_colhomo,t4_colmil,t5_colmslm,t6_colrac,t7_libath,t8_libcom,t9_libhomo,t10_libmil,t11_libmslm,t12_librac,t13_spkath,t14_spkcom,t15_spkhomo,t16_spkmil,t17_spkmslm,t18_spkrac,tf1_trust,tf2_fair,tf3_befair,tf4_cantrust,tf5_helpful,tv1_tvhours,w1_wtss,w2_wtssnr,w3_wtssall,year,id,r8_relitenR
,2,1,1,2,2,2,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1939,0,12,1,1,1,1,3,2,2,3,2,1,1,4,2,32,-1,-1,0,98,7,97,7,0,3,7,97,10,12,3,10,2,-1,1,3,0,0,0,6,2,2,2,2,2,0,0,0,6,5,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,4,0,0,0,3,0,1,2,0,1,0,2,0,2,0,2,1,0,2,0,2,0,2,1,1,0,2,1,2,2,0,1,3,4,2,4,2,1,1,1,2,2,4,2,4,0,1,1,3,38,3,0,3,2,1,2,2,2,0,1,2,2,2,0,0,0,1,1,0,4,1,1,2,5,4,5,4,1,0,1,4,7,5,7,4,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,1,0,0,2,3,0,3,0.448001693,0.466144825,0.448001693,2014,2002,2
,2,9,1,2,2,2,2,0,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1935,0,11,2,1,1,1,7,1,3,2,3,2,1,1,5,-1,-1,-1,0,98,0,3,7,7,3,1,12,7,13,2,0,2,2300,3,2,0,0,0,0,2,1,1,2,2,0,0,0,0,0,2,4,2,2,4,2,0,1,2,0,0,0,0,3,4,2,3,4,2,3,2,0,3,0,1,0,1,3,0,2,0,8,0,1,0,1,3,0,2,0,8,0,3,3,8,0,2,2,2,8,0,6,0,0,5,2,2,1,1,0,0,0,0,0,0,1,1,1,18,1,8,3,1,1,1,1,1,1,2,1,1,1,1,18,1,2,1,0,0,3,9,1,0,1,4,1,1,0,1,4,7,5,7,5,2,2,0,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,9,2,2,0,0,0,0,0,5,0.896003386,0.932289651,0.896003386,2014,2003,1
,2,2,1,2,2,2,1,2,1,3,1,1,3,1,1,3,2,3,2,3,2,3,3,3,32,1982,0,11,2,1,1,2,4,1,2,4,-1,1,0,11,7,-1,-1,-1,0,11,1,12,7,7,3,0,8,6,17,3,0,2,3000,1,3,2,4,1,0,1,2,2,2,2,3,5,1,0,0,1,8,1,3,3,1,1,2,2,1,0,0,0,4,2,3,2,5,1,0,8,1,3,0,3,0,1,1,0,1,0,8,0,3,0,8,1,0,3,0,3,0,1,1,1,0,1,2,1,8,0,4,0,0,8,0,0,2,2,0,0,0,0,0,2,1,2,7,70,0,6,1,1,6,1,2,2,1,0,1,1,2,2,70,1,2,1,7,0,1,3,2,3,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,3,1,0,0,3,-1,0.896003386,0.932289651,0.896003386,2014,2004,1
,1,1,1,1,1,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1944,4,18,2,1,1,1,2,3,3,3,2,0,1,4,5,-1,-1,-1,1,12,1,12,7,5,3,7,97,5,17,3,0,1,-1,2,3,0,0,0,0,2,1,1,1,1,0,0,0,6,6,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,3,0,0,0,3,0,2,1,0,1,0,1,0,2,0,1,1,0,1,0,2,0,2,1,1,0,2,1,1,2,0,1,2,4,2,3,1,1,1,1,4,2,2,2,5,0,1,1,3,35,7,7,1,1,7,2,2,2,0,1,2,2,1,0,0,0,1,1,3,0,0,0,1,0,4,1,4,1,0,1,1,7,2,7,4,1,4,4,2,4,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,4,2,0,2,0.448001693,0.466144825,0.448001693,2014,2005,1
,0,0,0,0,0,0,0,3,0,3,1,2,2,2,1,2,2,1,8,1,1,2,8,1,58,1956,0,11,1,1,1,2,5,4,3,5,2,0,2,3,2,20,-1,2,0,0,7,97,7,7,2,7,97,10,11,8,11,2,-1,1,3,3,4,4,2,0,0,0,0,0,1,5,4,7,6,0,0,0,0,0,0,1,0,2,1,1,3,6,0,0,0,0,0,0,3,0,1,0,2,0,1,1,0,3,0,3,0,2,0,1,3,0,3,0,1,0,2,8,2,0,1,1,1,2,0,2,4,8,2,5,0,0,2,2,2,2,2,3,3,1,2,2,0,0,0,3,2,3,1,2,2,2,0,2,2,1,2,0,0,0,2,1,999,120,3,4,2,5,0,0,4,0,2,2,2,3,2,7,3,2,4,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,8,0.896003386,0.932289651,0.896003386,2014,2006,2
,0,0,0,0,0,0,0,1,0,3,8,1,1,1,2,8,1,1,1,8,1,1,1,1,73,1941,0,8,1,3,1,2,5,3,2,5,2,0,1,3,5,-1,-1,-1,0,98,0,98,7,7,3,7,97,2,2,3,0,1,200,1,4,5,4,1,0,0,0,0,0,0,1,1,1,0,0,4,4,4,2,2,2,1,0,2,0,0,0,0,2,2,2,4,2,2,3,1,2,3,0,3,0,1,3,0,3,0,3,0,1,0,1,2,0,3,0,2,0,3,3,3,0,3,3,1,2,0,3,0,0,6,0,0,2,2,0,0,0,0,0,2,2,2,0,0,0,2,2,3,5,1,2,2,1,2,1,2,2,0,0,0,2,1,0,4,0,0,2,0,0,0,1,0,2,1,8,7,1,2,1,8,8,0,2,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,8,0.896003386,0.932289651,0.896003386,2014,2007,2
,2,1,1,2,2,2,1,3,2,3,1,2,2,2,3,2,2,2,3,3,3,2,3,3,45,1969,0,11,1,1,5,2,5,3,3,3,-1,0,0,4,1,35,-1,3,0,6,0,5,7,7,3,7,97,1,19,2,19,2,500,1,4,1,4,2,0,1,2,2,2,2,5,3,5,0,0,2,5,3,4,5,2,3,0,3,1,1,1,0,1,5,1,2,2,1,0,2,2,3,0,3,0,1,2,0,1,0,3,0,1,0,1,1,0,3,0,1,0,1,1,2,0,1,2,1,3,0,2,0,0,5,0,0,2,2,0,0,0,0,0,2,1,2,1,10,0,5,2,2,4,1,1,2,1,0,1,2,2,0,0,0,2,1,0,3,1,1,2,4,1,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,1,0,0,3,-1,0.448001693,0.466144825,0.448001693,2014,2008,2
,2,1,1,2,2,2,2,1,2,8,1,2,2,2,2,2,2,2,2,2,2,8,2,3,33,1981,0,11,2,1,1,2,14,1,1,4,-1,2,0,4,1,50,-1,0,0,6,7,97,7,9,3,0,11,8,11,1,0,2,-1,3,2,3,1,2,1,1,2,2,2,2,1,1,1,7,8,0,0,0,0,0,0,8,2,3,2,2,4,7,0,0,0,0,0,0,0,0,2,0,3,0,8,1,0,3,0,2,0,1,0,1,8,0,1,0,1,0,1,8,8,0,8,3,8,1,0,8,3,3,3,3,1,1,1,1,2,5,1,8,2,2,4,1,0,0,7,0,4,4,1,2,3,2,0,0,2,2,3,2,0,2,3,2,9,0,1,1,2,2,1,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,3,1,2,3,3,-1,0.448001693,0.466144825,0.448001693,2014,2009,2
,2,1,1,2,2,2,2,8,2,3,1,1,2,3,2,2,2,2,3,3,2,2,2,2,80,1934,0,7,1,1,1,2,9,1,2,3,-1,2,0,1,5,-1,-1,-1,0,0,0,1,7,7,3,0,11,7,13,2,0,2,-1,2,3,2,1,3,0,1,2,2,2,2,5,1,3,4,4,0,0,0,0,0,0,3,1,1,0,0,0,6,0,0,0,0,0,0,0,0,2,0,3,0,3,1,0,8,0,1,0,2,0,1,2,0,1,0,1,0,1,8,1,0,8,1,8,2,0,2,2,2,2,4,1,0,1,2,2,4,2,2,2,1,2,2,0,0,0,7,2,3,4,1,2,2,0,0,1,1,2,2,0,2,2,1,0,5,1,9,2,0,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,2,2,1,2,2,8,1,2,1,2,2,1,1,2,1,3,3,3,4,3,-1,0.896003386,0.932289651,0.896003386,2014,2010,2
,2,2,8,2,2,2,8,1,2,3,1,1,2,3,2,1,3,1,1,1,1,1,1,2,64,1950,0,5,1,3,1,2,6,1,2,8,-1,1,0,11,5,-1,-1,-1,0,1,7,97,7,0,6,0,6,12,15,3,0,2,3000,2,3,1,4,2,0,1,2,2,2,2,3,2,3,0,0,4,2,1,2,2,2,2,1,2,0,0,0,0,1,4,2,4,4,2,0,1,2,2,0,3,0,1,1,0,1,0,1,0,1,0,2,1,0,1,0,1,0,1,1,3,0,1,1,1,8,0,0,0,0,4,0,1,2,1,0,0,0,0,0,1,1,2,6,60,0,8,1,1,9,1,2,2,1,0,1,1,1,2,70,11,2,1,2,2,1,1,2,3,1,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,0,0,3,-1,1.380590733,1.436501773,1.380590733,2014,2011,1
,0,0,0,0,0,0,0,1,0,1,1,3,2,2,2,3,1,2,3,2,2,2,1,3,54,1960,1,14,2,1,1,2,3,5,2,2,2,0,1,13,1,52,-1,1,0,9,1,14,7,7,3,7,97,2,16,3,16,2,-1,1,3,2,1,3,3,0,0,0,0,0,1,3,5,7,4,0,0,0,0,0,0,1,0,2,2,2,3,7,0,0,0,0,0,0,5,0,1,0,3,0,3,1,0,3,0,1,0,3,0,1,3,0,1,0,1,0,1,3,2,0,3,3,2,1,0,3,3,2,2,4,1,1,1,1,1,5,1,1,4,1,4,2,0,0,0,0,2,4,4,3,3,2,0,2,1,1,2,0,0,0,2,1,3,0,0,0,0,0,0,0,4,0,2,1,1,5,3,2,3,3,4,5,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,3,2,1.380590733,1.436501773,1.380590733,2014,2012,2
,2,2,2,2,2,2,2,3,2,1,1,1,1,2,2,3,2,2,8,2,2,2,1,8,53,1961,1,14,1,1,1,1,5,3,3,3,-1,0,0,4,1,20,-1,12,1,14,0,98,7,7,4,7,97,10,20,3,20,2,999998,1,4,3,6,2,0,2,1,1,2,2,4,4,4,0,0,2,4,2,2,4,4,4,0,2,2,1,1,0,3,4,2,4,4,2,0,2,8,3,0,2,0,3,3,0,3,0,2,0,1,0,3,2,0,2,0,2,0,1,1,2,0,1,2,2,1,0,4,0,0,6,8,8,1,1,0,0,0,0,0,1,3,1,0,0,1,7,1,1,4,2,3,1,2,0,1,1,1,0,0,0,2,1,0,998,0,1,2,0,1,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,3,0,0,3,-1,0.690295366,0.692943725,0.690295366,2014,2013,1
,2,2,2,2,2,2,2,3,2,8,8,1,1,2,1,3,2,3,8,3,2,2,2,3,42,1972,2,15,2,1,1,2,11,1,2,3,-1,2,0,11,7,-1,-1,-1,0,2,0,2,7,0,6,1,12,9,20,1,0,2,-1,1,3,1,7,1,0,1,1,1,2,2,5,8,4,7,5,0,0,0,0,0,0,3,1,1,1,0,0,7,0,0,0,0,0,0,0,0,8,0,3,0,3,2,0,1,0,1,0,1,0,2,8,0,2,0,2,0,1,8,1,0,8,8,3,3,0,3,3,3,4,6,0,0,3,3,3,3,3,4,1,1,11,2,7,70,0,7,1,1,8,2,2,2,0,0,1,1,3,2,70,11,1,1,-1,-1,-1,-1,0,-1,1,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,4,4,3,-1,1.344005078,1.349161432,1.344005078,2014,2014,1
,2,1,8,2,1,2,1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1983,0,9,2,1,1,2,3,5,1,5,8,0,1,2,7,-1,-1,-1,0,7,0,7,7,7,3,7,97,8,1,2,0,1,800,2,3,0,0,0,0,2,2,2,2,2,0,0,0,0,0,1,2,1,1,6,1,0,0,1,1,0,0,0,1,2,2,1,2,4,1,1,0,2,0,2,0,2,2,0,2,0,3,0,2,0,2,2,0,2,0,1,0,2,2,2,0,3,2,2,2,0,3,0,0,2,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,1,2,1,4,1,2,2,1,1,1,1,1,0,0,0,3,8,-1,-1,-1,-1,0,-1,1,4,4,1,0,2,1,7,2,2,6,1,1,0,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,0,0,0,0,0,2,0.448001693,0.449720477,0.448001693,2014,2015,1
,2,2,2,2,2,2,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1960,1,12,1,1,1,1,2,1,2,2,3,2,1,1,1,89,-1,-1,3,16,1,12,7,7,4,1,12,1,23,3,22,2,-1,1,4,0,0,0,5,1,1,1,1,2,0,0,0,7,7,0,0,0,0,0,0,0,1,1,1,0,0,7,0,0,0,0,0,0,3,0,0,0,2,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,2,1,1,1,0,2,6,5,2,6,2,8,1,1,1,2,2,2,4,0,1,1,6,60,6,5,1,1,3,1,1,1,0,2,1,1,1,1,15,1,1,1,0,100,1,1,2,5,1,5,2,1,0,1,4,7,7,7,7,1,4,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,4,0,3,1.380590733,1.385887449,1.380590733,2014,2016,1
,0,0,0,0,0,0,0,1,0,3,8,1,2,3,3,3,8,8,8,2,8,2,8,3,78,1936,0,6,2,1,1,1,1,2,2,2,3,2,1,3,7,-1,-1,-1,0,98,8,98,7,7,3,7,97,3,15,3,0,2,1500,2,3,3,3,2,0,0,0,0,0,0,3,3,3,0,0,4,8,1,8,5,8,3,0,2,2,0,0,0,8,8,8,2,8,2,5,8,2,3,0,3,0,2,1,0,1,0,8,0,1,0,3,1,0,3,0,8,0,8,3,2,0,8,2,2,3,0,3,0,0,6,2,2,1,1,0,0,0,0,0,1,1,1,6,60,6,8,2,1,8,1,1,1,1,2,1,1,1,0,0,0,1,1,-1,-1,-1,-1,0,-1,0,0,1,0,2,1,3,7,2,2,1,3,1,0,1,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,3,0.896003386,0.899440955,0.896003386,2014,2017,1
,1,1,1,1,1,1,1,1,1,8,8,1,8,2,1,1,1,2,1,1,1,1,1,1,28,1986,1,12,2,3,5,2,3,5,2,2,-1,0,0,15,7,-1,-1,-1,8,98,0,98,7,7,4,7,97,4,6,3,0,2,0,2,3,2,5,2,0,1,2,2,2,2,3,1,2,0,0,2,8,2,2,2,2,3,0,2,2,0,0,0,3,8,3,4,2,4,0,8,2,8,0,2,0,2,8,0,1,0,1,0,2,0,2,2,0,2,0,2,0,2,2,8,0,2,8,2,2,0,3,0,0,6,0,0,2,2,0,0,0,0,0,2,4,4,0,0,0,0,5,4,1,2,3,3,3,0,2,2,4,0,0,0,3,1,1,0,1,1,0,6,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,2,2,1,8,1,1,2,2,1,8,1,1,2,2,3,3,0,0,1,-1,1.380590733,1.385887449,1.380590733,2014,2018,2
,2,2,1,2,2,2,2,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1977,3,15,2,1,5,2,4,5,2,3,3,0,2,18,7,-1,-1,-1,0,6,0,6,7,0,1,7,97,3,17,2,0,2,0,1,3,0,0,0,0,1,2,2,2,2,0,0,0,0,0,4,3,1,2,1,4,0,0,1,2,0,0,0,1,4,2,5,2,5,3,2,0,8,0,8,0,8,8,0,1,0,1,0,2,0,1,8,0,2,0,2,0,8,1,2,0,1,8,1,8,0,1,0,0,5,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,2,4,3,2,1,2,2,3,2,1,2,2,0,0,0,3,1,-1,-1,-1,-1,0,-1,4,2,4,1,0,1,2,7,3,4,2,2,3,0,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,0,0,0,0,0,2,0.896003386,0.899440955,0.896003386,2014,2019,2
,1,1,1,1,1,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1996,1,13,1,1,5,2,1,5,2,0,3,0,1,3,1,45,-1,1,8,16,2,14,7,7,4,7,97,1,15,2,0,1,4000,1,2,0,0,0,0,1,2,2,2,2,0,0,0,0,0,2,4,2,2,3,2,0,0,1,2,2,3,0,3,4,2,4,3,2,4,1,0,2,0,1,0,2,1,0,1,0,1,0,1,0,3,1,0,2,0,2,0,1,2,2,0,2,1,2,2,0,5,0,0,5,0,0,3,3,0,0,0,0,0,0,1,1,6,60,6,0,4,3,1,2,1,1,4,2,2,1,3,0,0,0,3,1,9,0,5,5,0,4,4,2,4,1,0,1,2,4,1,7,2,2,3,0,8,3,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,0,0,0,0,0,0,1.344005078,1.349161432,1.344005078,2014,2020,2
,2,8,1,2,2,2,2,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1977,3,17,2,1,1,2,8,5,3,2,8,0,1,2,1,60,-1,2,1,13,7,97,7,7,4,7,97,1,19,2,19,2,500,3,2,0,0,0,0,2,2,2,2,2,0,0,0,0,0,3,5,1,1,1,4,0,0,2,4,4,2,0,2,5,2,5,4,3,3,2,0,3,0,1,0,2,2,0,3,0,3,0,1,0,2,2,0,3,0,1,0,2,2,2,0,1,2,1,1,0,6,0,0,6,1,2,1,1,0,0,0,0,0,0,2,2,0,0,0,3,1,2,2,2,2,2,4,1,1,1,2,0,0,0,1,1,11,0,1,2,0,5,2,2,4,1,0,1,1,5,4,1,1,1,8,0,2,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0.448001693,0.449720477,0.448001693,2014,2021,2
,1,1,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1971,0,8,1,3,5,2,7,1,2,3,3,2,1,11,1,60,-1,-1,0,7,0,7,7,0,6,1,12,11,21,1,21,2,-1,1,3,0,0,0,3,1,2,2,2,2,0,0,0,7,7,0,0,0,0,0,0,0,1,2,1,0,0,7,0,0,0,0,0,0,3,0,0,0,3,0,3,1,0,8,0,3,0,3,0,1,8,0,8,0,1,0,3,8,1,0,8,1,8,8,0,8,3,5,4,2,0,0,2,2,1,5,5,8,2,0,2,2,0,0,0,0,2,3,1,1,2,2,0,2,2,2,3,2,0,2,4,1,20,20,1,1,2,1,1,3,4,1,0,1,3,7,7,7,5,4,2,2,2,2,1,2,2,2,1,2,8,1,2,2,2,2,8,2,2,2,2,2,8,2,2,2,2,0,0,2,4,0,1,1.380590733,1.385887449,1.380590733,2014,2022,2
,0,0,0,0,0,0,0,1,0,3,2,1,2,2,1,2,2,1,2,2,2,2,2,2,19,1995,0,10,2,3,5,9,5,5,3,0,3,0,1,11,6,-1,-1,-1,8,11,8,98,7,7,4,7,97,9,98,3,0,2,3,8,3,2,2,2,0,0,0,0,0,0,1,3,5,0,0,4,2,2,3,4,2,3,0,1,0,0,0,0,2,2,4,4,4,4,4,1,2,1,0,1,0,1,1,0,1,0,1,0,1,0,3,1,0,1,0,1,0,3,1,1,0,1,1,1,2,0,3,0,0,2,0,0,3,3,0,0,0,0,0,1,2,2,0,0,0,1,6,1,1,2,2,2,2,2,2,2,3,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,2,3,2,7,2,4,1,3,2,0,2,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,5,2.070886099,2.078831174,2.070886099,2014,2023,1
,2,2,1,2,2,2,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1975,1,12,1,3,5,2,4,1,2,3,3,2,1,11,1,40,-1,12,3,16,0,4,7,7,3,1,12,12,25,3,25,1,1000,1,4,0,0,0,0,1,2,2,2,2,0,0,0,0,0,1,3,1,1,2,1,0,1,1,1,1,1,0,3,3,3,3,2,2,5,1,0,3,0,3,0,1,2,0,1,0,2,0,1,0,3,1,0,2,0,1,0,2,2,1,0,2,3,2,3,0,7,0,0,4,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,7,4,1,5,1,2,2,2,2,2,2,1,2,0,2,1,1,1,1,1,1,2,5,4,2,2,1,0,1,2,7,4,4,3,2,4,0,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,0,0,0,0,0,3,0.896003386,0.899440955,0.896003386,2014,2024,1
,2,8,2,2,2,2,2,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1962,0,4,2,3,5,2,7,1,2,2,2,2,1,1,1,50,-1,-1,0,0,0,4,7,0,2,0,4,4,15,8,15,2,-1,1,8,0,0,0,98,1,2,2,2,2,0,0,0,7,7,0,0,0,0,0,0,0,2,2,2,0,0,7,0,0,0,0,0,0,8,0,0,0,3,0,8,8,0,8,0,8,0,8,0,2,8,0,8,0,1,0,2,8,1,0,1,3,2,1,0,8,3,1,8,6,0,0,3,3,8,8,8,8,8,0,2,2,0,0,0,6,2,2,5,1,2,2,0,2,1,1,2,2,0,2,8,2,-1,-1,-1,-1,0,-1,8,8,1,1,0,1,2,7,6,7,5,1,3,4,2,2,2,2,2,2,8,1,2,1,2,2,2,2,2,2,8,2,2,2,2,1,8,2,2,0,0,8,4,0,0,1.792006771,1.798881909,1.792006771,2014,2025,2
,2,2,2,2,2,2,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,22,1992,0,9,1,3,5,2,4,5,2,2,-1,0,0,11,4,-1,-1,-1,0,11,7,97,7,7,4,7,97,11,9,3,1,2,-1,2,3,2,6,3,0,1,2,2,2,2,2,2,8,7,7,0,0,0,0,0,0,2,0,1,2,0,0,5,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,2,0,1,0,1,0,2,2,0,2,0,1,0,2,2,2,0,2,2,2,2,0,2,1,2,2,7,0,0,3,2,3,2,2,2,4,2,2,2,0,0,0,5,3,1,4,1,2,2,0,0,1,1,1,0,0,0,1,1,-1,-1,-1,-1,0,-1,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,3,3,2,3,1,-1,1.344005078,1.349161432,1.344005078,2014,2026,1
,2,2,1,2,2,2,2,1,2,3,1,3,3,3,2,3,3,3,3,2,3,3,2,3,35,1979,1,12,2,3,5,2,4,5,2,3,-1,0,0,11,2,20,-1,3,0,8,7,97,7,7,4,7,97,12,18,3,5,2,-1,1,2,3,1,1,3,1,1,1,2,2,1,3,5,7,5,0,0,0,0,0,0,5,0,2,1,1,4,7,0,0,0,0,0,0,0,0,1,0,3,0,3,1,0,3,0,1,0,1,0,1,1,0,1,0,1,0,1,2,2,0,3,1,1,1,0,3,3,3,2,4,0,0,2,2,2,1,1,1,3,1,2,2,0,0,0,2,1,3,1,3,2,2,0,0,2,1,2,0,0,0,1,1,50,0,1,1,0,5,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,3,3,3,3,2,-1,1.792006771,1.798881909,1.792006771,2014,2027,2
